rsi,pivot_k,direction,locations,trigger,target_r,n_trades,winrate,avg_r,profit_factor,total_r,max_dd_r,n_instruments,n_instruments_positive,score,per_instrument
14,5,long,sr+fib,either,2.5,6,0.3333333333333333,0.16666666666666666,1.25,1.0,3.0,4,2,0.40824829046386296,"EURUSD:n=1,avgR=2.50; MSFT:n=1,avgR=-1.00; SP500:n=2,avgR=-1.00; NASDAQ:n=2,avgR=0.75"
14,5,long,sr+bb,macd,1.5,2,0.5,0.25,1.5,0.5,1.0,2,1,0.3535533905932738,"EURUSD:n=1,avgR=1.50; MSFT:n=1,avgR=-1.00"
14,3,long,bb,macd,1.5,9,0.4444444444444444,0.1111111111111111,1.2,1.0,4.0,3,1,0.3333333333333333,"EURUSD:n=5,avgR=0.50; MSFT:n=1,avgR=-1.00; SP500:n=3,avgR=-0.17"
14,3,long,fib,candle,1.5,9,0.4444444444444444,0.1111111111111111,1.2,1.0,3.0,4,2,0.3333333333333333,"EURUSD:n=3,avgR=-0.17; MSFT:n=2,avgR=0.25; SP500:n=1,avgR=-1.00; NASDAQ:n=3,avgR=0.67"
9,3,long,bb,candle,2.5,3,0.3333333333333333,0.16666666666666666,1.25,0.5,1.0,2,1,0.28867513459481287,"EURUSD:n=2,avgR=-1.00; NASDAQ:n=1,avgR=2.50"
14,3,long,bb,candle,2.5,3,0.3333333333333333,0.16666666666666666,1.25,0.5,1.0,2,1,0.28867513459481287,"EURUSD:n=2,avgR=-1.00; NASDAQ:n=1,avgR=2.50"
14,3,long,sr+fib,macd,2.5,3,0.3333333333333333,0.16666666666666666,1.25,0.5,2.0,3,1,0.28867513459481287,"MSFT:n=1,avgR=2.50; SP500:n=1,avgR=-1.00; NASDAQ:n=1,avgR=-1.00"
9,3,long,fib,either,1.5,14,0.42857142857142855,0.07142857142857142,1.125,1.0,5.0,4,2,0.26726124191242434,"EURUSD:n=4,avgR=-0.38; MSFT:n=4,avgR=0.88; SP500:n=3,avgR=-1.00; NASDAQ:n=3,avgR=0.67"
9,3,short,sr+bb,macd,1.5,13,0.46153846153846156,0.06595028173353393,1.1224790946479914,0.857353662535941,3.142646337464059,4,2,0.23778712242155267,"EURUSD:n=3,avgR=-0.17; MSFT:n=6,avgR=-0.36; SP500:n=2,avgR=0.25; NASDAQ:n=2,avgR=1.50"
14,3,short,sr+fib+bb,either,2.5,3,0.3333333333333333,0.12934912701179288,1.1837386774451493,0.3880473810353786,1.1119526189646214,3,1,0.22403925989910511,"MSFT:n=1,avgR=-1.00; SP500:n=1,avgR=2.50; NASDAQ:n=1,avgR=-1.11"
9,3,short,sr+fib+bb,macd,2.5,3,0.3333333333333333,0.12934912701179288,1.1837386774451493,0.3880473810353786,1.1119526189646214,3,1,0.22403925989910511,"MSFT:n=1,avgR=-1.00; SP500:n=1,avgR=2.50; NASDAQ:n=1,avgR=-1.11"
9,3,short,sr+fib+bb,either,2.5,3,0.3333333333333333,0.12934912701179288,1.1837386774451493,0.3880473810353786,1.1119526189646214,3,1,0.22403925989910511,"MSFT:n=1,avgR=-1.00; SP500:n=1,avgR=2.50; NASDAQ:n=1,avgR=-1.11"
14,3,short,sr+fib+bb,macd,2.5,3,0.3333333333333333,0.12934912701179288,1.1837386774451493,0.3880473810353786,1.1119526189646214,3,1,0.22403925989910511,"MSFT:n=1,avgR=-1.00; SP500:n=1,avgR=2.50; NASDAQ:n=1,avgR=-1.11"
14,3,short,fib+bb,either,2.5,3,0.3333333333333333,0.12934912701179288,1.1837386774451493,0.3880473810353786,1.1119526189646214,3,1,0.22403925989910511,"MSFT:n=1,avgR=-1.00; SP500:n=1,avgR=2.50; NASDAQ:n=1,avgR=-1.11"
14,3,short,fib+bb,macd,2.5,3,0.3333333333333333,0.12934912701179288,1.1837386774451493,0.3880473810353786,1.1119526189646214,3,1,0.22403925989910511,"MSFT:n=1,avgR=-1.00; SP500:n=1,avgR=2.50; NASDAQ:n=1,avgR=-1.11"
14,3,short,sr+bb,either,2.5,10,0.3,0.05,1.0714285714285714,0.5,3.5,4,2,0.158113883008419,"EURUSD:n=1,avgR=-1.00; MSFT:n=6,avgR=-0.42; SP500:n=2,avgR=0.75; NASDAQ:n=1,avgR=2.50"
9,3,long,sr,macd,1.5,122,0.4262295081967213,0.011083061705036718,1.0196188524506475,1.3521335280144797,17.68120838409713,5,3,0.12241641770789355,"GOOG:n=7,avgR=-0.01; EURUSD:n=36,avgR=-0.19; MSFT:n=35,avgR=0.01; SP500:n=23,avgR=0.33; NASDAQ:n=21,avgR=0.00"
14,5,long,sr,macd,2.5,20,0.3,0.018338068801715467,1.0284922028114758,0.36676137603430936,3.0,5,3,0.0820103368334078,"GOOG:n=2,avgR=-1.27; EURUSD:n=8,avgR=0.37; MSFT:n=7,avgR=0.10; SP500:n=1,avgR=1.25; NASDAQ:n=2,avgR=-1.00"
14,5,long,sr+fib,candle,1.5,5,0.4,0.0,1.0,0.0,3.0,4,2,0.0,"EURUSD:n=1,avgR=1.50; MSFT:n=1,avgR=-1.00; SP500:n=2,avgR=-1.00; NASDAQ:n=1,avgR=1.50"
14,5,long,bb,either,1.5,5,0.4,0.0,1.0,0.0,2.0,3,1,0.0,"EURUSD:n=3,avgR=-0.17; MSFT:n=1,avgR=-1.00; NASDAQ:n=1,avgR=1.50"
14,5,long,fib,candle,1.5,5,0.4,0.0,1.0,0.0,3.0,4,2,0.0,"EURUSD:n=1,avgR=1.50; MSFT:n=1,avgR=-1.00; SP500:n=2,avgR=-1.00; NASDAQ:n=1,avgR=1.50"
9,5,short,fib+bb,either,2.5,7,0.2857142857142857,0.0,1.0,0.0,5.0,4,2,0.0,"GOOG:n=1,avgR=2.50; EURUSD:n=1,avgR=-1.00; MSFT:n=3,avgR=-1.00; NASDAQ:n=2,avgR=0.75"
9,5,long,bb,macd,2.5,7,0.2857142857142857,0.0,1.0,0.0,4.0,3,1,0.0,"EURUSD:n=4,avgR=0.75; MSFT:n=2,avgR=-1.00; SP500:n=1,avgR=-1.00"
9,3,long,sr+bb,macd,1.5,5,0.4,0.0,1.0,0.0,3.0,3,1,0.0,"EURUSD:n=2,avgR=1.50; MSFT:n=2,avgR=-1.00; SP500:n=1,avgR=-1.00"
9,5,long,sr+bb,either,1.5,5,0.4,0.0,1.0,0.0,3.0,4,2,0.0,"EURUSD:n=1,avgR=1.50; MSFT:n=2,avgR=-1.00; SP500:n=1,avgR=-1.00; NASDAQ:n=1,avgR=1.50"
9,5,short,fib+bb,macd,2.5,7,0.2857142857142857,-0.013688169250672415,0.9811968951630828,-0.09581718475470691,5.095817184754707,4,2,-0.03621549174104056,"GOOG:n=1,avgR=2.50; EURUSD:n=1,avgR=-1.00; MSFT:n=3,avgR=-1.03; NASDAQ:n=2,avgR=0.75"
9,3,short,sr+fib,macd,2.5,7,0.2857142857142857,-0.015993231280660197,0.9780998324301182,-0.11195261896462139,3.0,5,2,-0.042314112628965936,"GOOG:n=1,avgR=-1.00; EURUSD:n=1,avgR=-1.00; MSFT:n=2,avgR=-1.00; SP500:n=1,avgR=2.50; NASDAQ:n=2,avgR=0.69"
9,3,short,fib+bb,either,1.5,5,0.4,-0.022390523792924277,0.9640249603151512,-0.11195261896462139,1.1119526189646214,3,2,-0.05006673325280511,"MSFT:n=2,avgR=-1.00; SP500:n=1,avgR=1.50; NASDAQ:n=2,avgR=0.19"
9,3,short,fib+bb,macd,1.5,5,0.4,-0.022390523792924277,0.9640249603151512,-0.11195261896462139,1.1119526189646214,3,2,-0.05006673325280511,"MSFT:n=2,avgR=-1.00; SP500:n=1,avgR=1.50; NASDAQ:n=2,avgR=0.19"
9,5,long,fib,either,2.5,11,0.2727272727272727,-0.045454545454545456,0.9375,-0.5,5.0,4,3,-0.15075567228888181,"EURUSD:n=3,avgR=0.17; MSFT:n=2,avgR=0.75; SP500:n=3,avgR=-1.00; NASDAQ:n=3,avgR=0.17"
14,3,short,bb,candle,2.5,11,0.2727272727272727,-0.045454545454545456,0.9375,-0.5,4.0,4,2,-0.15075567228888181,"EURUSD:n=4,avgR=0.75; MSFT:n=2,avgR=-1.00; SP500:n=2,avgR=0.75; NASDAQ:n=3,avgR=-1.00"
9,5,long,sr+fib,either,1.5,8,0.375,-0.0625,0.9,-0.5,4.0,4,3,-0.1767766952966369,"EURUSD:n=1,avgR=1.50; MSFT:n=2,avgR=0.25; SP500:n=3,avgR=-1.00; NASDAQ:n=2,avgR=0.25"
9,5,long,bb,either,1.5,8,0.375,-0.0625,0.9,-0.5,4.0,4,2,-0.1767766952966369,"EURUSD:n=4,avgR=0.25; MSFT:n=2,avgR=-1.00; SP500:n=1,avgR=-1.00; NASDAQ:n=1,avgR=1.50"
14,5,long,bb,macd,2.5,4,0.25,-0.125,0.8333333333333334,-0.5,2.0,2,1,-0.25,"EURUSD:n=3,avgR=0.17; MSFT:n=1,avgR=-1.00"
14,3,short,sr+bb,candle,2.5,4,0.25,-0.125,0.8333333333333334,-0.5,2.0,3,1,-0.25,"EURUSD:n=1,avgR=-1.00; MSFT:n=2,avgR=-1.00; SP500:n=1,avgR=2.50"
14,3,long,fib,macd,2.5,4,0.25,-0.125,0.8333333333333334,-0.5,2.0,4,1,-0.25,"EURUSD:n=1,avgR=-1.00; MSFT:n=1,avgR=2.50; SP500:n=1,avgR=-1.00; NASDAQ:n=1,avgR=-1.00"
9,5,long,sr+bb,macd,2.5,4,0.25,-0.125,0.8333333333333334,-0.5,3.0,3,1,-0.25,"EURUSD:n=1,avgR=2.50; MSFT:n=2,avgR=-1.00; SP500:n=1,avgR=-1.00"
9,3,long,sr+fib,macd,2.5,4,0.25,-0.125,0.8333333333333334,-0.5,2.0,4,1,-0.25,"EURUSD:n=1,avgR=-1.00; MSFT:n=1,avgR=2.50; SP500:n=1,avgR=-1.00; NASDAQ:n=1,avgR=-1.00"
14,5,short,sr,macd,2.5,40,0.3,-0.041843201421732056,0.9431819673344539,-1.6737280568692823,12.685834028083471,5,4,-0.26463964217173813,"GOOG:n=12,avgR=0.35; EURUSD:n=7,avgR=0.18; MSFT:n=10,avgR=0.04; SP500:n=8,avgR=-1.00; NASDAQ:n=3,avgR=0.13"
9,3,short,fib,macd,2.5,15,0.26666666666666666,-0.07413017459764143,0.8999318430257822,-1.1119526189646214,8.0,5,3,-0.28710493166811335,"GOOG:n=2,avgR=0.75; EURUSD:n=1,avgR=-1.00; MSFT:n=5,avgR=-1.00; SP500:n=3,avgR=0.17; NASDAQ:n=4,avgR=0.72"
14,3,long,sr+fib,macd,1.5,3,0.3333333333333333,-0.16666666666666666,0.75,-0.5,2.0,3,1,-0.28867513459481287,"MSFT:n=1,avgR=1.50; SP500:n=1,avgR=-1.00; NASDAQ:n=1,avgR=-1.00"
9,3,short,sr+bb,either,1.5,15,0.4,-0.07617642249760397,0.8730392958373268,-1.1426463374640594,5.142646337464059,4,1,-0.29503001570688014,"EURUSD:n=3,avgR=-0.17; MSFT:n=7,avgR=-0.45; SP500:n=3,avgR=-0.17; NASDAQ:n=2,avgR=1.50"
9,3,short,sr+fib+bb,macd,1.5,3,0.3333333333333333,-0.20398420632154046,0.7102432064670895,-0.6119526189646214,1.1119526189646214,3,1,-0.3533110092905206,"MSFT:n=1,avgR=-1.00; SP500:n=1,avgR=1.50; NASDAQ:n=1,avgR=-1.11"
14,3,short,fib+bb,either,1.5,3,0.3333333333333333,-0.20398420632154046,0.7102432064670895,-0.6119526189646214,1.1119526189646214,3,1,-0.3533110092905206,"MSFT:n=1,avgR=-1.00; SP500:n=1,avgR=1.50; NASDAQ:n=1,avgR=-1.11"
14,3,short,fib+bb,macd,1.5,3,0.3333333333333333,-0.20398420632154046,0.7102432064670895,-0.6119526189646214,1.1119526189646214,3,1,-0.3533110092905206,"MSFT:n=1,avgR=-1.00; SP500:n=1,avgR=1.50; NASDAQ:n=1,avgR=-1.11"
14,3,short,sr+fib+bb,macd,1.5,3,0.3333333333333333,-0.20398420632154046,0.7102432064670895,-0.6119526189646214,1.1119526189646214,3,1,-0.3533110092905206,"MSFT:n=1,avgR=-1.00; SP500:n=1,avgR=1.50; NASDAQ:n=1,avgR=-1.11"
9,3,short,sr+fib+bb,either,1.5,3,0.3333333333333333,-0.20398420632154046,0.7102432064670895,-0.6119526189646214,1.1119526189646214,3,1,-0.3533110092905206,"MSFT:n=1,avgR=-1.00; SP500:n=1,avgR=1.50; NASDAQ:n=1,avgR=-1.11"
14,3,short,sr+fib+bb,either,1.5,3,0.3333333333333333,-0.20398420632154046,0.7102432064670895,-0.6119526189646214,1.1119526189646214,3,1,-0.3533110092905206,"MSFT:n=1,avgR=-1.00; SP500:n=1,avgR=1.50; NASDAQ:n=1,avgR=-1.11"
14,3,short,fib,macd,2.5,8,0.25,-0.13899407737057767,0.8180691690059291,-1.1119526189646214,4.0,4,2,-0.3931346186140125,"GOOG:n=2,avgR=0.75; MSFT:n=2,avgR=-1.00; SP500:n=3,avgR=0.17; NASDAQ:n=1,avgR=-1.11"
14,5,long,sr+fib,either,1.5,6,0.3333333333333333,-0.16666666666666666,0.75,-1.0,3.0,4,2,-0.40824829046386296,"EURUSD:n=1,avgR=1.50; MSFT:n=1,avgR=-1.00; SP500:n=2,avgR=-1.00; NASDAQ:n=2,avgR=0.25"
14,3,long,sr,macd,1.5,76,0.39473684210526316,-0.055385965693641716,0.9072467473245007,-4.20933339271677,16.268210792728087,5,2,-0.4828436546979898,"GOOG:n=6,avgR=-0.26; EURUSD:n=22,avgR=-0.20; MSFT:n=18,avgR=-0.20; SP500:n=16,avgR=0.29; NASDAQ:n=14,avgR=0.05"
14,3,short,sr+bb,macd,1.5,9,0.3333333333333333,-0.16666666666666666,0.75,-1.5,3.5,4,2,-0.5,"EURUSD:n=1,avgR=-1.00; MSFT:n=5,avgR=-0.50; SP500:n=2,avgR=0.25; NASDAQ:n=1,avgR=1.50"
14,3,short,sr+fib,candle,1.5,11,0.36363636363636365,-0.15646655321386532,0.7770881178658222,-1.7211320853525185,3.7211320853525187,3,1,-0.518940849250568,"EURUSD:n=1,avgR=1.50; MSFT:n=4,avgR=-0.39; NASDAQ:n=6,avgR=-0.28"
14,5,long,fib,either,2.5,9,0.2222222222222222,-0.2222222222222222,0.7142857142857143,-2.0,4.0,4,2,-0.6666666666666666,"EURUSD:n=3,avgR=0.17; MSFT:n=1,avgR=-1.00; SP500:n=2,avgR=-1.00; NASDAQ:n=3,avgR=0.17"
14,5,short,sr+fib+bb,either,2.5,5,0.2,-0.3,0.625,-1.5,4.0,3,1,-0.6708203932499369,"GOOG:n=1,avgR=2.50; MSFT:n=3,avgR=-1.00; NASDAQ:n=1,avgR=-1.00"
9,3,short,sr+bb,candle,2.5,5,0.2,-0.3,0.625,-1.5,3.0,3,1,-0.6708203932499369,"EURUSD:n=1,avgR=-1.00; MSFT:n=2,avgR=-1.00; SP500:n=2,avgR=0.75"
9,3,long,fib,macd,2.5,5,0.2,-0.3,0.625,-1.5,3.0,4,1,-0.6708203932499369,"EURUSD:n=1,avgR=-1.00; MSFT:n=1,avgR=2.50; SP500:n=2,avgR=-1.00; NASDAQ:n=1,avgR=-1.00"
9,5,short,sr+fib+bb,either,2.5,5,0.2,-0.3,0.625,-1.5,4.0,3,1,-0.6708203932499369,"GOOG:n=1,avgR=2.50; MSFT:n=3,avgR=-1.00; NASDAQ:n=1,avgR=-1.00"
14,5,short,fib+bb,either,2.5,5,0.2,-0.3,0.625,-1.5,4.0,3,1,-0.6708203932499369,"GOOG:n=1,avgR=2.50; MSFT:n=3,avgR=-1.00; NASDAQ:n=1,avgR=-1.00"
9,5,long,sr,macd,1.5,38,0.3684210526315789,-0.10888578157383703,0.8266583868313526,-4.137659699805807,8.841051966547305,5,1,-0.6712170366579823,"GOOG:n=3,avgR=-0.35; EURUSD:n=14,avgR=-0.29; MSFT:n=11,avgR=-0.12; SP500:n=5,avgR=0.45; NASDAQ:n=5,avgR=0.00"
9,3,short,fib,macd,1.5,15,0.3333333333333333,-0.17413017459764144,0.7416965132860696,-2.6119526189646214,8.0,5,2,-0.674403266288855,"GOOG:n=2,avgR=0.25; EURUSD:n=1,avgR=-1.00; MSFT:n=5,avgR=-1.00; SP500:n=3,avgR=-0.17; NASDAQ:n=4,avgR=0.85"
9,5,short,sr+fib+bb,macd,2.5,5,0.2,-0.3191634369509414,0.6103788053103063,-1.5958171847547071,4.095817184754707,3,1,-0.7136711409547732,"GOOG:n=1,avgR=2.50; MSFT:n=3,avgR=-1.03; NASDAQ:n=1,avgR=-1.00"
14,5,short,fib+bb,macd,2.5,5,0.2,-0.3191634369509414,0.6103788053103063,-1.5958171847547071,4.095817184754707,3,1,-0.7136711409547732,"GOOG:n=1,avgR=2.50; MSFT:n=3,avgR=-1.03; NASDAQ:n=1,avgR=-1.00"
14,5,short,sr+fib+bb,macd,2.5,5,0.2,-0.3191634369509414,0.6103788053103063,-1.5958171847547071,4.095817184754707,3,1,-0.7136711409547732,"GOOG:n=1,avgR=2.50; MSFT:n=3,avgR=-1.03; NASDAQ:n=1,avgR=-1.00"
14,3,short,sr+fib,macd,2.5,5,0.2,-0.32239052379292427,0.6079836592644137,-1.6119526189646214,2.0,4,1,-0.720887126502742,"GOOG:n=1,avgR=-1.00; MSFT:n=2,avgR=-1.00; SP500:n=1,avgR=2.50; NASDAQ:n=1,avgR=-1.11"
14,5,short,sr,either,2.5,85,0.29411764705882354,-0.07862669583628454,0.8964524367650515,-6.683269146084186,14.097798015117515,5,1,-0.7249023177926708,"GOOG:n=12,avgR=-0.12; EURUSD:n=17,avgR=-0.45; MSFT:n=21,avgR=0.33; SP500:n=21,avgR=-0.02; NASDAQ:n=14,avgR=-0.30"
14,3,short,sr,candle,2.5,113,0.2831858407079646,-0.06954417939430271,0.9080170723384818,-7.858492271556206,15.958649761916817,5,2,-0.7392647673884143,"GOOG:n=8,avgR=-0.84; EURUSD:n=32,avgR=-0.31; MSFT:n=30,avgR=0.15; SP500:n=22,avgR=0.26; NASDAQ:n=21,avgR=-0.06"
14,5,long,bb,macd,1.5,4,0.25,-0.375,0.5,-1.5,2.0,2,0,-0.75,"EURUSD:n=3,avgR=-0.17; MSFT:n=1,avgR=-1.00"
9,3,long,sr+fib,macd,1.5,4,0.25,-0.375,0.5,-1.5,2.0,4,1,-0.75,"EURUSD:n=1,avgR=-1.00; MSFT:n=1,avgR=1.50; SP500:n=1,avgR=-1.00; NASDAQ:n=1,avgR=-1.00"
9,5,long,sr+bb,macd,1.5,4,0.25,-0.375,0.5,-1.5,3.0,3,1,-0.75,"EURUSD:n=1,avgR=1.50; MSFT:n=2,avgR=-1.00; SP500:n=1,avgR=-1.00"
14,3,short,sr+bb,candle,1.5,4,0.25,-0.375,0.5,-1.5,2.0,3,1,-0.75,"EURUSD:n=1,avgR=-1.00; MSFT:n=2,avgR=-1.00; SP500:n=1,avgR=1.50"
9,5,short,fib+bb,either,1.5,7,0.2857142857142857,-0.2857142857142857,0.6,-2.0,5.0,4,2,-0.7559289460184544,"GOOG:n=1,avgR=1.50; EURUSD:n=1,avgR=-1.00; MSFT:n=3,avgR=-1.00; NASDAQ:n=2,avgR=0.25"
9,5,long,bb,macd,1.5,7,0.2857142857142857,-0.2857142857142857,0.6,-2.0,4.0,3,1,-0.7559289460184544,"EURUSD:n=4,avgR=0.25; MSFT:n=2,avgR=-1.00; SP500:n=1,avgR=-1.00"
14,3,short,bb,either,2.5,24,0.25,-0.15668989741264636,0.7980328014676698,-3.7605575379035128,11.119644997955128,4,1,-0.7676205930200513,"EURUSD:n=6,avgR=0.73; MSFT:n=7,avgR=-0.50; SP500:n=5,avgR=-0.30; NASDAQ:n=6,avgR=-0.52"
14,3,short,sr+bb,either,1.5,10,0.3,-0.25,0.6428571428571429,-2.5,4.5,4,2,-0.7905694150420949,"EURUSD:n=1,avgR=-1.00; MSFT:n=6,avgR=-0.58; SP500:n=2,avgR=0.25; NASDAQ:n=1,avgR=1.50"
9,5,short,fib+bb,macd,1.5,7,0.2857142857142857,-0.29940245496495815,0.5887181370978497,-2.095817184754707,5.095817184754707,4,2,-0.7921444377594952,"GOOG:n=1,avgR=1.50; EURUSD:n=1,avgR=-1.00; MSFT:n=3,avgR=-1.03; NASDAQ:n=2,avgR=0.25"
9,3,short,sr+fib,macd,1.5,7,0.2857142857142857,-0.3017075169949459,0.5868598994580709,-2.1119526189646214,3.0,5,2,-0.7982430586474204,"GOOG:n=1,avgR=-1.00; EURUSD:n=1,avgR=-1.00; MSFT:n=2,avgR=-1.00; SP500:n=1,avgR=1.50; NASDAQ:n=2,avgR=0.19"
